SUCURSAL,FECHA,HORA,FOLIO_CORTE,CAJA,CAJERO,FONDO_INICIAL,VENTAS_TOTALES_NETAS,RETIROS,SISTEMA_DEBE_HABER,REAL_CONTADO,DIFERENCIA,PAGO_DEBITO,PAGO_CREDITO,PAGO_EFECTIVO_CALC,FUE_MODIFICADO,USUARIO_MODIF,FECHA_MODIF
Tienda 2,2024-04-14,16:00:34.434000,Corte 3627,Caja 3,Cajero 5,1037.83,2115.02,380.82,2787.91,2830.52,4.8,198.49,0.0,1949.21,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-15,15:46:38.316000,Corte 3628,Caja 3,Cajero 5,380.19,1538.47,948.29,946.71,956.99,6.52,57.37,0.0,1474.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-15,19:56:42.247000,Corte 3629,Caja 3,Cajero 3,665.44,1200.82,0.0,1875.78,1878.65,0.63,0.0,0.0,1198.53,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-16,14:11:10.342000,Corte 3630,Caja 3,Cajero 3,661.63,1420.97,0.0,2085.34,2769.19,698.27,0.0,0.0,1408.34,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-16,20:02:15.466000,Corte 3631,Caja 3,Cajero 3,1951.63,1044.31,0.0,2988.83,2974.8,-0.12,0.0,0.0,1030.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-17,15:39:54.926000,Corte 3632,Caja 3,Cajero 5,1582.52,1862.27,0.0,3461.5,3424.39,-0.2,0.0,0.0,1862.54,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-17,20:04:27.706000,Corte 3633,Caja 3,Cajero 3,1669.08,1154.51,0.0,2834.26,2799.89,0.66,0.0,0.0,1154.61,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-18,15:32:41.605000,Corte 3634,Caja 3,Cajero 5,1588.29,2651.06,2837.15,1433.99,1457.58,24.55,0.0,0.0,2624.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-18,19:58:21.598000,Corte 3635,Caja 3,Cajero 3,1317.19,1658.25,0.0,2998.93,2940.77,-24.3,0.0,0.0,1667.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-19,15:43:41.949000,Corte 3636,Caja 3,Cajero 5,1174.44,1021.65,0.0,2182.35,2182.45,-0.08,143.02,0.0,880.26,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-19,20:01:47.969000,Corte 3637,Caja 3,Cajero 3,1532.66,1151.88,573.3,2077.99,2130.86,-0.46,0.0,0.0,1153.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-20,15:27:00.373000,Corte 3638,Caja 3,Cajero 5,1538.72,2338.02,1272.91,2554.5,2573.15,0.41,0.0,0.0,2325.72,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-20,21:34:00.318000,Corte 3639,Caja 3,Cajero 5,1562.53,2027.72,0.0,3638.23,3612.29,67.59,0.0,0.0,2039.27,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-21,15:56:54.273000,Corte 3640,Caja 3,Cajero 3,1001.5,1795.43,0.0,2824.17,2773.59,0.17,94.95,0.0,1682.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-22,15:47:41.645000,Corte 3641,Caja 3,Cajero 5,845.91,3546.89,2583.91,1733.8,1741.33,4.07,0.0,0.0,3549.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-22,20:06:32.680000,Corte 3642,Caja 3,Cajero 3,1252.47,2181.4,115.24,3353.13,3383.4,-0.7,903.36,0.0,1313.92,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-23,15:45:53.553000,Corte 3643,Caja 3,Cajero 5,1087.62,2241.27,1291.52,2020.25,2002.38,1.49,412.27,0.0,1792.63,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-23,19:56:46.671000,Corte 3644,Caja 3,Cajero 3,1055.09,1671.34,0.0,2741.09,2801.18,69.11,0.0,179.83,1490.47,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-24,15:34:58.045000,Corte 3645,Caja 3,Cajero 5,1026.34,1641.48,0.0,2692.97,2635.66,1.89,300.77,236.52,1109.6,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-24,19:57:59.279000,Corte 3646,Caja 3,Cajero 3,970.9,1043.72,0.0,1997.43,2025.32,-0.35,150.61,0.0,913.46,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-25,15:42:07.730000,Corte 3647,Caja 3,Cajero 5,843.9,1223.58,0.0,2078.36,2037.45,-0.86,0.0,0.0,1236.6,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-25,20:06:30.468000,Corte 3648,Caja 3,Cajero 3,660.78,2389.11,0.0,3011.79,3045.4,1.31,0.0,0.0,2387.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-26,15:33:24.882000,Corte 3649,Caja 3,Cajero 5,829.5,1524.36,0.0,2347.43,2345.9,0.88,61.83,0.0,1457.0,SI,Admin 6,INFORMACION_PROTEGIDA
Tienda 2,2024-04-26,19:58:50.644000,Corte 3650,Caja 3,Cajero 3,883.01,1100.71,565.68,1379.26,1164.16,-249.93,155.73,0.0,949.15,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-27,16:03:15.551000,Corte 3651,Caja 3,Cajero 5,743.23,1490.57,944.23,1268.87,1277.01,1.8,0.0,0.0,1478.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-27,21:30:31.855000,Corte 3652,Caja 3,Cajero 3,952.99,1832.51,0.0,2734.2,2724.96,-0.89,46.73,199.12,1560.15,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-28,15:57:19.110000,Corte 3653,Caja 3,Cajero 5,976.75,821.01,385.52,1431.31,1420.24,0.0,0.0,0.0,824.27,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-29,15:35:59.403000,Corte 3654,Caja 3,Cajero 5,888.98,2364.6,955.53,2271.54,2324.23,45.39,635.81,0.0,1717.96,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-29,20:05:56.517000,Corte 3655,Caja 3,Cajero 3,1103.85,1193.98,0.0,2338.06,2311.67,-0.63,0.0,0.0,1207.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-30,15:37:51.604000,Corte 3656,Caja 3,Cajero 5,1208.95,1333.77,634.36,1906.81,2737.91,861.01,192.31,191.43,923.2,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-04-30,19:58:51.127000,Corte 3657,Caja 3,Cajero 3,1828.2,1254.64,0.0,3064.63,3108.59,2.12,0.0,0.0,1244.58,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-01,15:59:32.326000,Corte 3658,Caja 3,Cajero 5,1840.64,3788.21,2693.78,2917.1,2959.2,0.79,744.59,0.0,3078.62,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-02,15:42:03.860000,Corte 3659,Caja 3,Cajero 5,1238.06,1107.07,0.0,2375.55,2350.63,0.41,0.0,0.0,1112.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-02,20:01:46.669000,Corte 3660,Caja 3,Cajero 3,1463.92,665.86,0.0,2129.45,2147.43,0.01,0.0,0.0,677.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-03,15:42:44.507000,Corte 3661,Caja 3,Cajero 5,1607.19,955.59,0.0,2551.64,2617.26,-0.16,0.0,0.0,956.7,SI,Admin 6,INFORMACION_PROTEGIDA
Tienda 2,2024-05-03,20:02:15.804000,Corte 3662,Caja 3,Cajero 3,1548.69,2577.07,573.57,3511.19,3614.39,-1.28,45.58,0.0,2520.96,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-04,15:26:53.853000,Corte 3663,Caja 3,Cajero 5,1217.75,2446.26,1865.81,1847.54,1867.39,1.27,62.16,0.0,2425.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-04,21:31:15.572000,Corte 3664,Caja 3,Cajero 3,1508.18,5709.05,3667.66,3565.08,3654.03,125.72,256.26,0.0,5440.63,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-05,15:55:34.444000,Corte 3665,Caja 3,Cajero 5,1259.84,1439.38,382.8,2324.92,2303.84,-0.88,230.31,0.0,1186.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-06,15:40:22.340000,Corte 3666,Caja 3,Cajero 5,1111.8,1297.1,8.79,2426.76,2369.65,-0.01,302.05,0.0,995.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-06,20:01:13.259000,Corte 3667,Caja 3,Cajero 3,885.66,1198.28,0.0,2061.36,2104.87,1.05,73.87,0.0,1114.7,SI,Admin 5,INFORMACION_PROTEGIDA
Tienda 2,2024-05-07,15:40:23.825000,Corte 3668,Caja 3,Cajero 5,941.87,957.74,720.14,1190.28,1178.21,0.34,0.0,0.0,950.33,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-07,19:58:56.202000,Corte 3669,Caja 3,Cajero 3,1048.73,1401.15,0.0,2439.75,2470.21,-0.32,0.0,0.0,1371.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-08,15:40:55.498000,Corte 3670,Caja 3,Cajero 5,543.17,1983.6,0.0,2530.96,2533.48,0.37,0.0,0.0,2035.27,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-08,20:02:31.176000,Corte 3671,Caja 3,Cajero 3,1075.3,1115.39,0.0,2234.52,2198.52,-0.05,150.73,0.0,981.77,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-09,15:37:27.124000,Corte 3672,Caja 3,Cajero 5,969.97,1877.15,1611.89,1234.72,1248.05,3.64,128.19,206.05,1504.19,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-09,20:00:05.137000,Corte 3673,Caja 3,Cajero 3,771.51,304.31,0.0,1084.33,1086.49,-3.4,78.06,0.0,228.98,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-10,15:42:06.059000,Corte 3674,Caja 3,Cajero 5,869.39,1431.23,481.1,1810.06,2311.0,508.78,0.0,0.0,1421.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-10,19:59:11.797000,Corte 3675,Caja 3,Cajero 3,1683.65,1331.56,579.47,2416.31,2451.91,-0.37,0.0,0.0,1347.23,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-11,15:30:47.193000,Corte 3676,Caja 3,Cajero 5,1682.72,3004.6,2640.41,2039.49,2069.91,5.76,0.0,455.49,2596.95,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-11,21:23:56.489000,Corte 3677,Caja 3,Cajero 5,1396.81,2447.12,1880.77,1956.11,1914.03,0.42,0.0,0.0,2409.39,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-12,16:02:02.437000,Corte 3678,Caja 3,Cajero 5,1270.21,1745.77,1654.43,1361.3,1365.01,0.55,0.0,0.0,1761.59,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-13,15:37:22.788000,Corte 3679,Caja 3,Cajero 5,1036.77,1771.76,941.41,1821.26,1860.01,-2.29,0.0,0.0,1751.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-13,20:01:00.837000,Corte 3680,Caja 3,Cajero 3,886.62,1170.7,0.0,2064.82,2031.55,0.27,0.0,191.36,965.39,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-14,15:38:26.497000,Corte 3681,Caja 3,Cajero 5,1091.32,899.76,10.18,1973.09,2004.45,0.65,42.27,0.0,840.34,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-14,20:01:05.728000,Corte 3682,Caja 3,Cajero 3,1041.9,4195.21,0.0,5281.55,5865.34,632.55,0.0,0.0,4128.11,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-15,15:46:18.118000,Corte 3683,Caja 3,Cajero 5,1407.59,2146.04,1604.9,1949.78,1969.71,0.23,0.0,0.0,2149.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-15,19:59:16.759000,Corte 3684,Caja 3,Cajero 3,1436.92,854.5,0.0,2312.28,2298.12,0.16,0.0,0.0,861.29,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-16,14:13:17.737000,Corte 3685,Caja 3,Cajero 3,1337.11,1356.99,0.0,2658.75,2786.41,127.74,0.0,0.0,1336.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-16,20:18:27.379000,Corte 3686,Caja 3,Cajero 5,1501.2,1288.35,0.0,2756.42,2743.52,-0.54,251.12,0.0,1029.1,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-17,14:35:35.787000,Corte 3687,Caja 3,Cajero 5,1413.68,1316.21,1272.54,1440.78,1478.4,6.45,0.0,0.0,1326.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-17,20:03:31.869000,Corte 3688,Caja 3,Cajero 3,1287.37,464.17,636.86,1121.64,1118.74,-0.95,0.0,0.0,463.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-18,14:19:54.976000,Corte 3689,Caja 3,Cajero 5,885.81,1369.41,0.0,2230.18,2214.07,0.19,0.0,0.0,1382.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-18,21:26:26.175000,Corte 3690,Caja 3,Cajero 5,1693.3,2002.05,1604.38,2089.04,2090.21,-0.48,100.72,0.0,1926.61,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-19,16:05:25.273000,Corte 3691,Caja 3,Cajero 5,1413.04,2238.25,753.3,2926.02,2924.1,48.33,0.0,0.0,2258.09,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-20,14:31:37.269000,Corte 3692,Caja 3,Cajero 5,1304.71,1150.75,0.0,2435.52,2514.19,63.5,0.0,0.0,1137.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-20,20:01:30.937000,Corte 3693,Caja 3,Cajero 3,1208.16,1317.91,0.0,2507.1,2555.48,0.15,0.0,0.0,1331.09,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-21,14:48:44.206000,Corte 3694,Caja 3,Cajero 5,946.54,884.41,0.0,1833.31,1834.57,-0.01,0.0,0.0,876.22,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-21,19:58:47.541000,Corte 3695,Caja 3,Cajero 3,1123.61,1321.68,0.0,2433.41,2458.82,0.0,0.0,0.0,1310.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-22,14:26:15,Corte 3696,Caja 3,Cajero 5,1036.4,1956.93,1261.29,1715.86,1727.51,-0.05,0.0,0.0,1971.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-22,19:57:09.430000,Corte 3697,Caja 3,Cajero 5,1001.74,718.89,0.0,1710.29,1797.16,64.54,0.0,0.0,722.22,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-23,14:31:00.827000,Corte 3698,Caja 3,Cajero 5,899.48,632.3,0.0,1545.82,1542.73,12.68,0.0,0.0,626.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-23,19:59:52.933000,Corte 3699,Caja 3,Cajero 3,904.85,737.7,0.0,1628.07,1632.06,-0.13,0.0,0.0,740.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-24,14:28:36.214000,Corte 3700,Caja 3,Cajero 5,918.36,1308.38,0.0,2245.28,2255.6,32.29,0.0,0.0,1298.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-24,20:06:43.692000,Corte 3701,Caja 3,Cajero 3,1031.79,1246.12,689.2,1558.36,1568.53,-0.1,0.0,0.0,1219.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-25,14:16:51.026000,Corte 3702,Caja 3,Cajero 5,1031.6,1457.25,0.0,2520.02,2465.08,-0.96,0.0,0.0,1423.54,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-25,21:26:35.851000,Corte 3703,Caja 3,Cajero 5,1140.39,2478.05,0.0,3584.5,3600.02,0.0,0.0,0.0,2489.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-26,16:00:13.031000,Corte 3704,Caja 3,Cajero 5,1806.54,2264.83,1966.85,2105.95,2084.84,-0.1,0.0,0.0,2241.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-27,14:29:41.225000,Corte 3705,Caja 3,Cajero 5,1677.69,1054.36,0.0,2722.41,2705.34,0.55,0.0,0.0,1080.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-27,20:01:07.556000,Corte 3706,Caja 3,Cajero 3,1455.5,1129.01,0.0,2579.28,2585.27,0.0,0.0,0.0,1123.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-28,14:27:00.814000,Corte 3707,Caja 3,Cajero 5,1243.52,1287.09,0.0,2554.55,2566.78,0.46,152.82,0.0,1118.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-28,19:59:40.262000,Corte 3708,Caja 3,Cajero 3,1366.19,1095.09,0.0,2451.22,2415.9,-6.4,0.0,0.0,1083.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-29,14:31:44.890000,Corte 3709,Caja 3,Cajero 5,1230.96,980.64,959.88,1281.64,1277.07,0.09,0.0,73.17,911.56,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-29,20:01:39.757000,Corte 3710,Caja 3,Cajero 3,872.51,1464.09,0.0,2348.52,2329.02,-0.32,130.55,0.0,1327.47,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-30,14:30:49.082000,Corte 3711,Caja 3,Cajero 5,617.86,1097.64,946.79,749.86,760.62,-5.21,52.14,0.0,1023.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-30,20:01:45.603000,Corte 3712,Caja 3,Cajero 3,763.1,268.04,0.0,1039.32,968.75,-49.08,0.0,0.0,270.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-31,14:32:00.288000,Corte 3713,Caja 3,Cajero 5,842.65,908.35,123.11,1638.63,1651.2,6.89,0.0,0.0,901.11,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-05-31,20:04:13.732000,Corte 3714,Caja 3,Cajero 3,945.75,1276.71,709.04,1520.8,1509.17,0.07,0.0,0.0,1265.1,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-01,14:15:45.664000,Corte 3715,Caja 3,Cajero 5,1077.26,2539.02,1571.01,2036.62,2031.83,-0.55,0.0,86.62,2453.58,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-01,21:26:11.907000,Corte 3716,Caja 3,Cajero 3,1412.25,3659.64,2737.07,2368.0,2397.06,0.0,0.0,0.0,3669.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-03,14:24:53.094000,Corte 3717,Caja 3,Cajero 5,953.0,3111.03,2527.53,1510.51,1495.67,0.64,0.0,0.0,3126.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-03,19:55:13.018000,Corte 3718,Caja 3,Cajero 3,1196.95,1113.19,0.0,2291.84,2267.98,-0.89,0.0,90.04,1014.96,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-04,14:31:08.644000,Corte 3719,Caja 3,Cajero 5,1289.51,865.16,64.8,2088.76,2119.03,-6.37,0.0,0.0,881.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-04,20:03:23.332000,Corte 3720,Caja 3,Cajero 3,1165.91,1489.22,0.0,2594.47,2660.23,0.92,0.0,97.59,1365.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-05,14:27:13.352000,Corte 3721,Caja 3,Cajero 5,1870.22,3746.78,3186.18,2460.14,2502.73,-3.51,0.0,0.0,3811.37,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-05,19:53:50.522000,Corte 3722,Caja 3,Cajero 3,1535.0,1488.14,89.54,2891.97,2903.36,3.45,88.37,0.0,1405.7,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-06,14:25:13.602000,Corte 3723,Caja 3,Cajero 5,1501.45,1402.74,916.75,1949.11,1976.44,0.46,0.0,0.0,1411.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-06,20:00:39.062000,Corte 3724,Caja 3,Cajero 3,1635.24,1120.66,0.0,2770.87,2714.91,0.42,0.0,0.0,1098.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-07,13:56:48.782000,Corte 3725,Caja 3,Cajero 5,1379.63,2059.7,1588.87,1874.56,1858.74,0.4,189.06,262.88,1573.41,SI,Admin 6,INFORMACION_PROTEGIDA
Tienda 2,2024-06-07,19:56:39.735000,Corte 3726,Caja 3,Cajero 3,1086.58,1167.78,694.72,1554.67,1596.74,51.07,221.34,0.0,957.24,SI,Admin 5,INFORMACION_PROTEGIDA
Tienda 2,2024-06-08,13:58:44.282000,Corte 3727,Caja 3,Cajero 5,563.77,1029.86,897.57,693.62,705.87,-2.98,111.91,0.0,921.21,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-08,21:24:29.015000,Corte 3728,Caja 3,Cajero 3,595.24,2975.89,1260.98,2276.84,2284.4,-1.94,366.07,0.0,2600.4,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-09,15:54:09.155000,Corte 3729,Caja 3,Cajero 5,611.63,1434.1,379.45,1682.97,1692.8,0.75,76.21,0.0,1356.27,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-10,13:59:07.923000,Corte 3730,Caja 3,Cajero 5,1300.63,1133.27,0.0,2414.63,2413.65,0.21,0.0,0.0,1125.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-10,20:00:27.867000,Corte 3731,Caja 3,Cajero 3,1575.17,1407.47,0.0,3008.63,3328.2,313.24,157.6,0.0,1251.28,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-11,14:45:54.692000,Corte 3732,Caja 3,Cajero 5,1508.81,1572.74,942.13,2121.35,2135.75,-19.02,123.34,0.0,1467.35,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-11,19:52:51.177000,Corte 3733,Caja 3,Cajero 3,1701.33,1343.87,0.0,3013.83,2938.7,-129.27,0.0,67.0,1283.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-12,14:24:54.918000,Corte 3734,Caja 3,Cajero 5,1302.38,1453.15,0.0,2751.15,2819.24,0.13,0.0,0.0,1441.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-12,20:06:35.634000,Corte 3735,Caja 3,Cajero 3,1427.99,1787.69,0.0,3232.65,3234.45,0.03,349.47,0.0,1471.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-13,14:28:08.792000,Corte 3736,Caja 3,Cajero 5,1325.84,1306.32,0.0,2599.19,1343.17,-1284.79,0.0,0.0,1295.9,SI,Admin 5,INFORMACION_PROTEGIDA
Tienda 2,2024-06-13,19:59:38.501000,Corte 3737,Caja 3,Cajero 3,1329.9,1485.16,0.0,2815.37,2871.49,-0.15,67.4,0.0,1418.3,SI,Admin 5,INFORMACION_PROTEGIDA
Tienda 2,2024-06-14,14:19:14.394000,Corte 3738,Caja 3,Cajero 5,1074.98,1216.39,0.0,2276.08,2301.15,0.63,0.0,78.58,1157.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-14,19:53:05.027000,Corte 3739,Caja 3,Cajero 3,1576.02,1194.67,573.82,2223.27,2240.96,51.78,0.0,0.0,1195.18,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-15,14:10:53.871000,Corte 3740,Caja 3,Cajero 5,1571.58,1485.52,484.04,2550.45,2542.49,-6.98,0.0,0.0,1483.28,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-15,21:31:26.631000,Corte 3741,Caja 3,Cajero 3,1557.6,3304.01,0.0,4886.75,4871.73,-0.33,43.23,0.0,3235.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-16,15:53:31.095000,Corte 3742,Caja 3,Cajero 5,2151.55,2228.47,2326.62,2094.34,2091.26,-0.33,0.0,0.0,2259.21,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-17,15:31:42.578000,Corte 3743,Caja 3,Cajero 5,1454.87,3371.42,1279.72,3534.31,3527.84,0.01,685.79,0.0,2657.84,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-17,19:57:27.516000,Corte 3744,Caja 3,Cajero 5,1718.84,2021.73,0.0,3805.01,3715.49,0.86,0.0,0.0,2022.2,SI,Admin 6,INFORMACION_PROTEGIDA
Tienda 2,2024-06-18,15:45:04.128000,Corte 3745,Caja 3,Cajero 5,1319.72,2107.17,1579.2,1841.2,1880.69,4.19,157.43,0.0,1958.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-18,20:02:02.348000,Corte 3746,Caja 3,Cajero 3,1549.39,1936.63,0.0,3531.31,3490.88,-30.84,0.0,0.0,1940.08,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-19,15:36:58.091000,Corte 3747,Caja 3,Cajero 5,1340.0,3406.35,2483.14,2274.61,2261.19,0.64,0.0,90.09,3278.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-19,19:55:39.088000,Corte 3748,Caja 3,Cajero 3,1419.52,1225.31,0.0,2641.32,2683.26,0.37,0.0,258.13,996.39,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-20,15:53:33.381000,Corte 3749,Caja 3,Cajero 5,1355.33,1421.87,0.0,2791.16,2769.84,-1.04,67.92,0.0,1364.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-20,19:56:03.306000,Corte 3750,Caja 3,Cajero 3,1205.93,858.21,0.0,2080.27,1957.22,-125.54,0.0,49.88,814.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-21,15:35:48.877000,Corte 3751,Caja 3,Cajero 5,764.15,2530.84,0.0,3329.73,2080.27,-1186.86,199.45,0.0,2321.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 2,2024-06-21,20:03:09.817000,Corte 3752,Caja 3,Cajero 3,999.39,308.95,567.56,740.75,741.81,0.0,0.0,0.0,312.07,NO,Admin 1,INFORMACION_PROTEGIDA
