SUCURSAL,FECHA,FOLIO_INTERNO,UUID_FISCAL,ESTATUS,CLIENTE,RFC,ARTICULO,CANTIDAD,PRECIO_UNITARIO,IMPORTE_RENGLON,SUBTOTAL_FACTURA,IMPUESTOS_FACTURA,TOTAL_FACTURA,USO_CFDI,METODO_PAGO
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 730,1.0,1.63,1.66,94.74,15.28,110.62,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 331,2.0,1.66,3.3,94.13,15.12,111.09,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 197,1.0,1.08,1.1,94.74,15.19,111.0,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 580,2.0,1.09,2.17,94.45,15.19,109.86,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 30,1.0,28.68,28.64,94.86,15.08,109.6,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 332,1.0,9.37,9.41,95.54,14.87,109.56,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1154,1.0,44.74,44.29,94.67,14.89,110.27,G03 ,PUE
Tienda 1,2025-01-17,Fact 8907,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1889,1.0,0.64,0.64,95.5,14.92,108.9,G03 ,PUE
Tienda 1,2025-01-17,Fact 8908,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1290,2.0,127.91,254.49,259.21,41.05,296.64,G03 ,PUE
Tienda 1,2025-01-18,Fact 8909,UUID 1,VIGENTE,Cliente 17,INFORMACION_PROTEGIDA,Prod 2218,1.0,31.94,32.52,65.63,10.27,74.25,G03 ,PUE
Tienda 1,2025-01-18,Fact 8909,UUID 1,VIGENTE,Cliente 17,INFORMACION_PROTEGIDA,Prod 2219,1.0,32.19,31.94,64.21,10.22,74.72,G03 ,PUE
Tienda 1,2025-01-18,Fact 8910,UUID 1,VIGENTE,Cliente 294,INFORMACION_PROTEGIDA,Prod 118,1.0,54.95,54.57,54.43,8.67,62.26,G03 ,PUE
Tienda 1,2025-01-18,Fact 8911,UUID 1,VIGENTE,Cliente 124,INFORMACION_PROTEGIDA,Prod 1582,75.0,0.92,68.27,69.06,11.11,81.24,G03 ,PUE
Tienda 1,2025-01-19,Fact 8912,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1546,1.0,11.6,11.61,57.44,9.42,66.53,G03 ,PUE
Tienda 1,2025-01-19,Fact 8912,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 399,2.0,16.02,32.03,57.35,9.21,66.77,G03 ,PUE
Tienda 1,2025-01-19,Fact 8912,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 135,1.0,14.61,15.0,58.04,9.22,66.61,G03 ,PUE
Tienda 1,2025-01-20,Fact 8913,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2248,1.0,49.21,49.1,48.83,7.89,57.31,G03 ,PUE
Tienda 1,2025-01-20,Fact 8914,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 716,2.0,22.98,46.15,184.33,29.19,210.62,G03 ,PUE
Tienda 1,2025-01-20,Fact 8914,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2249,1.0,73.46,74.49,181.01,29.6,212.09,G03 ,PUE
Tienda 1,2025-01-20,Fact 8914,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2250,3.0,20.77,62.57,180.64,29.15,209.81,G03 ,PUE
Tienda 1,2025-01-20,Fact 8915,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1885,2.0,18.49,36.93,37.44,5.91,43.74,G03 ,PUE
Tienda 1,2025-01-21,Fact 8916,UUID 1,VIGENTE,Cliente 144,INFORMACION_PROTEGIDA,Prod 2251,3.0,43.79,131.48,131.22,20.92,151.67,G03 ,PUE
Tienda 1,2025-01-21,Fact 8917,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 1932,2.0,48.06,96.06,95.61,15.64,110.29,G03 ,PUE
Tienda 1,2025-01-21,Fact 8918,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 368,5.0,26.14,129.85,126.92,20.89,150.84,G03 ,PUE
Tienda 1,2025-01-21,Fact 8919,UUID 1,VIGENTE,Cliente 122,INFORMACION_PROTEGIDA,Prod 175,1.0,36.13,35.46,35.25,5.73,41.66,G03 ,PUE
Tienda 1,2025-01-22,Fact 8920,UUID 1,VIGENTE,Cliente 296,INFORMACION_PROTEGIDA,Prod 595,1.0,40.1,39.61,78.5,12.62,91.51,G01 ,PUE
Tienda 1,2025-01-22,Fact 8920,UUID 1,VIGENTE,Cliente 296,INFORMACION_PROTEGIDA,Prod 298,1.0,39.06,38.74,79.91,12.62,91.98,G01 ,PUE
Tienda 1,2025-01-22,Fact 8921,UUID 1,VIGENTE,Cliente 297,INFORMACION_PROTEGIDA,Prod 385,15.0,1.09,16.47,96.57,15.52,110.89,G03 ,PUE
Tienda 1,2025-01-22,Fact 8921,UUID 1,VIGENTE,Cliente 297,INFORMACION_PROTEGIDA,Prod 1422,2.0,23.19,46.62,96.23,15.25,110.09,G03 ,PUE
Tienda 1,2025-01-22,Fact 8921,UUID 1,VIGENTE,Cliente 297,INFORMACION_PROTEGIDA,Prod 2252,2.0,10.55,21.02,96.51,15.38,110.84,G03 ,PUE
Tienda 1,2025-01-22,Fact 8921,UUID 1,VIGENTE,Cliente 297,INFORMACION_PROTEGIDA,Prod 2253,1.0,5.0,4.87,96.05,15.44,111.09,G03 ,PUE
Tienda 1,2025-01-22,Fact 8921,UUID 1,VIGENTE,Cliente 297,INFORMACION_PROTEGIDA,Prod 1627,1.0,7.79,7.77,94.57,15.18,110.89,G03 ,PUE
Tienda 1,2025-01-22,Fact 8922,UUID 1,VIGENTE,Cliente 298,INFORMACION_PROTEGIDA,Prod 1988,1.0,134.68,138.42,237.29,38.63,275.57,G03 ,PUE
Tienda 1,2025-01-22,Fact 8922,UUID 1,VIGENTE,Cliente 298,INFORMACION_PROTEGIDA,Prod 421,1.0,100.62,100.92,238.14,37.94,276.57,G03 ,PUE
Tienda 1,2025-01-22,Fact 8923,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 1510,1.0,24.97,25.25,25.48,4.08,29.07,G03 ,PUE
Tienda 1,2025-01-23,Fact 8924,UUID 1,VIGENTE,Cliente 122,INFORMACION_PROTEGIDA,Prod 2254,1.0,176.02,177.28,177.73,28.06,204.98,G03 ,PUE
Tienda 1,2025-01-23,Fact 8925,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2255,1.0,29.44,29.13,57.66,9.41,66.39,G03 ,PUE
Tienda 1,2025-01-23,Fact 8925,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2256,1.0,28.71,29.38,58.12,9.35,66.44,G03 ,PUE
Tienda 1,2025-01-23,Fact 8926,UUID 1,VIGENTE,Cliente 294,INFORMACION_PROTEGIDA,Prod 2257,1.0,29.75,30.42,30.41,4.88,34.7,G03 ,PUE
Tienda 1,2025-01-23,Fact 8927,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 973,40.0,2.94,117.16,118.56,18.52,137.63,G03 ,PUE
Tienda 1,2025-01-24,Fact 8928,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 2258,2.94,64.75,190.43,243.53,38.82,277.02,G01 ,PUE
Tienda 1,2025-01-24,Fact 8928,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 2259,10.0,4.97,49.75,243.87,38.49,282.28,G01 ,PUE
Tienda 1,2025-01-24,Fact 8929,UUID 1,VIGENTE,Cliente 201,INFORMACION_PROTEGIDA,Prod 988,10.0,15.25,153.3,180.67,29.04,210.1,G03 ,PUE
Tienda 1,2025-01-24,Fact 8929,UUID 1,VIGENTE,Cliente 201,INFORMACION_PROTEGIDA,Prod 123,1.0,25.97,26.03,178.37,28.95,207.26,G03 ,PUE
Tienda 1,2025-01-24,Fact 8930,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 2260,3.0,9.41,28.15,521.77,82.81,595.66,G03 ,PUE
Tienda 1,2025-01-24,Fact 8930,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 1262,2.0,111.02,225.21,520.74,83.98,604.49,G03 ,PUE
Tienda 1,2025-01-24,Fact 8930,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 1401,1.0,56.82,57.49,512.34,83.4,610.23,G03 ,PUE
Tienda 1,2025-01-24,Fact 8930,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 1887,1.0,50.85,50.8,517.82,82.43,593.86,G03 ,PUE
Tienda 1,2025-01-24,Fact 8930,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 2228,2.0,44.76,89.56,522.51,83.9,601.54,G03 ,PUE
Tienda 1,2025-01-24,Fact 8930,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 2261,2.0,34.44,68.32,518.82,83.09,596.1,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 69,3.0,4.4,13.05,260.55,42.21,303.13,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 639,1.0,37.45,37.38,265.46,41.38,300.0,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 1332,1.0,25.49,25.28,265.42,42.6,304.36,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 1494,1.0,5.43,5.51,262.11,41.71,307.11,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 779,1.0,105.75,105.38,265.23,41.99,305.49,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 628,1.0,65.49,65.28,263.04,42.24,307.39,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 2262,2.0,2.73,5.55,263.38,41.44,308.67,G03 ,PUE
Tienda 1,2025-01-24,Fact 8931,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 392,1.0,4.94,4.86,258.95,42.18,308.97,G03 ,PUE
Tienda 1,2025-01-24,Fact 8932,UUID 1,VIGENTE,Cliente 240,INFORMACION_PROTEGIDA,Prod 1623,1.0,12.19,12.15,141.18,22.56,160.7,G03 ,PUE
Tienda 1,2025-01-24,Fact 8932,UUID 1,VIGENTE,Cliente 240,INFORMACION_PROTEGIDA,Prod 907,1.0,40.24,40.59,140.56,22.49,163.33,G03 ,PUE
Tienda 1,2025-01-24,Fact 8932,UUID 1,VIGENTE,Cliente 240,INFORMACION_PROTEGIDA,Prod 2263,1.0,36.51,37.04,137.62,22.58,162.68,G03 ,PUE
Tienda 1,2025-01-24,Fact 8932,UUID 1,VIGENTE,Cliente 240,INFORMACION_PROTEGIDA,Prod 1238,2.0,25.54,50.45,138.43,22.32,163.01,G03 ,PUE
Tienda 1,2025-01-24,Fact 8933,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 922,1.0,205.06,207.72,206.29,32.64,239.89,G03 ,PUE
Tienda 1,2025-01-24,Fact 8934,UUID 1,VIGENTE,Cliente 150,INFORMACION_PROTEGIDA,Prod 2264,60.0,3.98,236.8,238.87,37.64,270.98,G03 ,PUE
Tienda 1,2025-01-24,Fact 8935,UUID 1,VIGENTE,Cliente 299,INFORMACION_PROTEGIDA,Prod 2217,2.0,63.61,126.47,124.22,20.39,146.11,G03 ,PUE
Tienda 1,2025-01-25,Fact 8936,UUID 1,VIGENTE,Cliente 116,INFORMACION_PROTEGIDA,Prod 123,1.0,26.4,25.97,56.59,9.08,66.43,G03 ,PUE
Tienda 1,2025-01-25,Fact 8936,UUID 1,VIGENTE,Cliente 116,INFORMACION_PROTEGIDA,Prod 2265,1.0,30.08,30.59,56.05,8.97,66.25,G03 ,PUE
Tienda 1,2025-01-25,Fact 8937,UUID 1,VIGENTE,Cliente 128,INFORMACION_PROTEGIDA,Prod 682,2.0,54.16,109.67,134.13,21.86,159.1,G03 ,PUE
Tienda 1,2025-01-25,Fact 8937,UUID 1,VIGENTE,Cliente 128,INFORMACION_PROTEGIDA,Prod 1754,1.0,27.65,27.15,134.45,22.08,160.04,G03 ,PUE
Tienda 1,2025-01-25,Fact 8938,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2266,1.0,126.87,128.05,129.58,0.0,129.42,G03 ,PUE
Tienda 1,2025-01-25,Fact 8939,UUID 1,VIGENTE,Cliente 48,INFORMACION_PROTEGIDA,Prod 2267,1.0,39.98,39.62,39.57,6.39,45.23,G03 ,PUE
Tienda 1,2025-01-25,Fact 8940,UUID 1,VIGENTE,Cliente 116,INFORMACION_PROTEGIDA,Prod 803,1.0,21.49,21.62,21.34,3.46,24.56,G03 ,PUE
Tienda 1,2025-01-25,Fact 8941,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 78,1.0,21.26,21.46,155.82,24.57,178.55,G03 ,PUE
Tienda 1,2025-01-25,Fact 8941,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2268,2.0,62.71,124.28,155.16,24.59,178.22,G03 ,PUE
Tienda 1,2025-01-25,Fact 8941,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 769,1.0,7.17,7.21,156.4,24.55,179.72,G03 ,PUE
Tienda 1,2025-01-25,Fact 8942,UUID 1,VIGENTE,Cliente 96,INFORMACION_PROTEGIDA,Prod 2269,2.0,37.22,73.58,110.88,17.76,127.0,G03 ,PUE
Tienda 1,2025-01-25,Fact 8942,UUID 1,VIGENTE,Cliente 96,INFORMACION_PROTEGIDA,Prod 10,1.0,21.57,21.4,108.21,17.63,128.25,G03 ,PUE
Tienda 1,2025-01-25,Fact 8942,UUID 1,VIGENTE,Cliente 96,INFORMACION_PROTEGIDA,Prod 240,1.0,4.91,4.92,108.87,17.28,125.68,G03 ,PUE
Tienda 1,2025-01-25,Fact 8942,UUID 1,VIGENTE,Cliente 96,INFORMACION_PROTEGIDA,Prod 2148,1.0,8.65,8.86,110.22,17.78,127.36,G03 ,PUE
Tienda 1,2025-01-25,Fact 8943,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2270,1.0,57.95,58.53,57.91,9.34,67.13,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 506,1.0,62.82,62.26,297.01,46.48,341.44,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 733,1.0,19.51,19.89,293.33,47.23,342.19,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1748,1.0,25.37,25.07,294.78,46.5,336.53,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1070,3.0,4.9,14.65,290.49,46.2,343.91,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 459,1.0,35.38,34.8,295.19,47.6,343.41,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2195,1.0,11.09,11.07,294.58,46.21,344.53,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 687,1.0,18.39,18.44,294.27,46.63,341.91,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 411,1.0,32.19,31.99,295.13,46.73,335.11,G03 ,PUE
Tienda 1,2025-01-25,Fact 8944,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2271,3.52,20.67,72.44,297.21,46.66,338.36,G03 ,PUE
Tienda 1,2025-01-25,Fact 8945,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2252,1.0,10.56,10.29,90.43,14.39,103.69,G03 ,PUE
Tienda 1,2025-01-25,Fact 8945,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1757,1.0,79.84,78.99,88.71,14.4,103.82,G03 ,PUE
Tienda 1,2025-01-27,Fact 8946,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 177,8.0,3.16,25.0,146.7,23.2,170.46,G03 ,PUE
Tienda 1,2025-01-27,Fact 8946,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 1900,1.0,74.81,73.6,147.43,23.47,170.76,G03 ,PUE
Tienda 1,2025-01-27,Fact 8946,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 583,1.0,46.36,45.99,146.5,22.96,166.39,G03 ,PUE
Tienda 1,2025-01-27,Fact 8947,UUID 1,VIGENTE,Cliente 254,INFORMACION_PROTEGIDA,Prod 1969,1.0,48.47,48.9,48.63,7.67,55.87,G03 ,PUE
Tienda 1,2025-01-27,Fact 8948,UUID 1,VIGENTE,Cliente 300,INFORMACION_PROTEGIDA,Prod 2272,1.0,47.19,46.33,47.17,7.51,54.0,G03 ,PUE
Tienda 1,2025-01-28,Fact 8949,UUID 1,VIGENTE,Cliente 301,INFORMACION_PROTEGIDA,Prod 2273,1.0,35.29,35.65,1779.73,286.15,2086.65,G03 ,PUE
Tienda 1,2025-01-28,Fact 8949,UUID 1,VIGENTE,Cliente 301,INFORMACION_PROTEGIDA,Prod 2274,1.0,1741.68,1776.65,1808.93,284.29,2085.37,G03 ,PUE
Tienda 1,2025-01-28,Fact 8950,UUID 1,VIGENTE,Cliente 116,INFORMACION_PROTEGIDA,Prod 1672,50.0,0.23,11.37,11.36,1.85,13.42,G03 ,PUE
Tienda 1,2025-01-28,Fact 8951,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 257,8.0,0.55,4.38,224.08,35.94,256.77,G03 ,PUE
Tienda 1,2025-01-28,Fact 8951,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 703,6.0,0.27,1.63,225.01,35.5,258.15,G03 ,PUE
Tienda 1,2025-01-28,Fact 8951,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 183,14.0,0.54,7.72,220.86,35.21,260.68,G03 ,PUE
Tienda 1,2025-01-28,Fact 8951,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 773,38.0,5.46,208.11,221.51,35.52,254.54,G03 ,PUE
Tienda 1,2025-01-28,Fact 8952,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 2275,1.0,36.89,37.2,76.26,12.22,86.91,G03 ,PUE
Tienda 1,2025-01-28,Fact 8952,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 769,1.0,7.06,7.15,76.15,12.16,88.41,G03 ,PUE
Tienda 1,2025-01-28,Fact 8952,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 736,1.0,18.65,18.45,76.3,12.23,88.18,G03 ,PUE
Tienda 1,2025-01-28,Fact 8952,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 62,1.0,13.0,13.27,74.91,12.05,88.15,G03 ,PUE
Tienda 1,2025-01-29,Fact 8953,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 2113,1.0,127.15,128.57,128.18,0.0,127.85,G03 ,PUE
Tienda 1,2025-01-29,Fact 8954,UUID 1,VIGENTE,Cliente 19,INFORMACION_PROTEGIDA,Prod 2276,2.0,32.55,64.15,64.18,10.44,74.17,G03 ,PUE
Tienda 1,2025-01-29,Fact 8955,UUID 1,VIGENTE,Cliente 3,INFORMACION_PROTEGIDA,Prod 200,5.0,27.54,136.86,137.29,22.21,160.44,G03 ,PUE
Tienda 1,2025-01-29,Fact 8956,UUID 1,VIGENTE,Cliente 116,INFORMACION_PROTEGIDA,Prod 62,1.0,13.33,13.01,18.01,2.93,21.13,G03 ,PUE
Tienda 1,2025-01-29,Fact 8956,UUID 1,VIGENTE,Cliente 116,INFORMACION_PROTEGIDA,Prod 897,1.0,5.01,4.93,17.85,2.86,20.68,G03 ,PUE
Tienda 1,2025-01-29,Fact 8957,UUID 1,VIGENTE,Cliente 302,INFORMACION_PROTEGIDA,Prod 2277,1.0,1028.12,1031.69,1031.71,163.55,1170.62,G03 ,PUE
Tienda 1,2025-01-30,Fact 8958,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1363,1.0,84.81,84.82,84.97,13.77,100.19,G03 ,PUE
Tienda 1,2025-01-30,Fact 8959,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1439,2.0,4.42,8.7,102.23,16.61,120.01,G03 ,PUE
Tienda 1,2025-01-30,Fact 8959,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1558,1.0,95.17,93.91,102.9,16.28,121.04,G03 ,PUE
Tienda 1,2025-01-30,Fact 8960,UUID 1,VIGENTE,Cliente 12,INFORMACION_PROTEGIDA,Prod 2278,1.0,252.96,251.35,248.61,39.63,290.79,G03 ,PUE
Tienda 1,2025-01-30,Fact 8961,UUID 1,VIGENTE,Cliente 100,INFORMACION_PROTEGIDA,Prod 455,1.0,102.36,100.62,225.22,35.93,260.43,G03 ,PUE
Tienda 1,2025-01-30,Fact 8961,UUID 1,VIGENTE,Cliente 100,INFORMACION_PROTEGIDA,Prod 1029,1.0,106.7,107.57,224.35,35.23,258.39,G03 ,PUE
Tienda 1,2025-01-30,Fact 8961,UUID 1,VIGENTE,Cliente 100,INFORMACION_PROTEGIDA,Prod 336,2.0,7.59,15.46,223.96,36.07,260.56,G03 ,PUE
Tienda 1,2025-01-30,Fact 8962,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1757,1.0,79.7,79.14,79.72,12.76,92.46,G03 ,PUE
Tienda 1,2025-01-31,Fact 8963,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 120,1.0,122.12,122.18,123.08,19.48,141.39,G03 ,PUE
Tienda 1,2025-01-31,Fact 8964,UUID 1,VIGENTE,Cliente 12,INFORMACION_PROTEGIDA,Prod 325,2.0,9.26,18.78,71.38,11.65,83.45,G03 ,PUE
Tienda 1,2025-01-31,Fact 8964,UUID 1,VIGENTE,Cliente 12,INFORMACION_PROTEGIDA,Prod 2123,1.0,17.7,17.51,73.2,11.59,84.22,G03 ,PUE
Tienda 1,2025-01-31,Fact 8964,UUID 1,VIGENTE,Cliente 12,INFORMACION_PROTEGIDA,Prod 574,1.0,3.86,3.84,72.55,11.6,83.02,G03 ,PUE
Tienda 1,2025-01-31,Fact 8964,UUID 1,VIGENTE,Cliente 12,INFORMACION_PROTEGIDA,Prod 1112,1.0,32.08,31.87,71.9,11.54,84.37,G03 ,PUE
Tienda 1,2025-01-31,Fact 8965,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 849,1.0,128.73,127.89,199.27,11.03,206.53,G03 ,PUE
Tienda 1,2025-01-31,Fact 8965,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 718,1.0,21.57,21.23,196.85,11.03,209.64,G03 ,PUE
Tienda 1,2025-01-31,Fact 8965,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 627,4.0,11.92,48.86,197.31,11.29,209.96,G03 ,PUE
Tienda 1,2025-01-31,Fact 8966,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 233,1.0,38.04,38.25,37.27,6.0,44.5,G03 ,PUE
Tienda 1,2025-01-31,Fact 8967,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 128,3.0,58.34,176.52,174.53,27.86,206.03,G03 ,PUE
Tienda 1,2025-01-31,Fact 8968,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 769,2.0,7.02,14.18,48.64,7.86,57.84,G03 ,PUE
Tienda 1,2025-01-31,Fact 8968,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 114,4.0,8.86,35.34,49.67,7.88,56.66,G03 ,PUE
Tienda 1,2025-01-31,Fact 8969,UUID 1,VIGENTE,Cliente 296,INFORMACION_PROTEGIDA,Prod 2279,1.0,49.82,51.1,50.14,8.04,57.82,G01 ,PUE
Tienda 1,2025-01-31,Fact 8970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 175,1.0,35.7,35.85,85.94,13.74,99.99,G03 ,PUE
Tienda 1,2025-01-31,Fact 8970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 1821,1.0,50.41,50.31,86.61,13.67,100.04,G03 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 2070,1.0,10.94,10.86,626.9,101.32,744.27,S01 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 1658,2.0,76.63,155.56,642.89,101.24,736.34,S01 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 2280,1.0,260.33,259.42,639.93,103.11,733.42,S01 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 340,1.0,25.55,25.2,630.04,101.06,729.97,S01 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 639,1.0,37.93,37.61,630.09,101.96,742.68,S01 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 910,2.0,13.65,27.8,641.13,103.04,728.03,S01 ,PUE
Tienda 1,2025-01-31,Fact 8971,UUID 1,VIGENTE,Cliente 303,INFORMACION_PROTEGIDA,Prod 2281,1.0,117.09,117.26,641.27,102.42,728.11,S01 ,PUE
